,cocoId,cocoSplit,cropBox,loss,nsdId,flagged,BOLD5000,shared1000,subject1_rep0,subject1_rep1,subject1_rep2,subject2_rep0,subject2_rep1,subject2_rep2,subject3_rep0,subject3_rep1,subject3_rep2,subject4_rep0,subject4_rep1,subject4_rep2,subject5_rep0,subject5_rep1,subject5_rep2,subject6_rep0,subject6_rep1,subject6_rep2,subject7_rep0,subject7_rep1,subject7_rep2,subject8_rep0,subject8_rep1,subject8_rep2,coco_label,category,supercategory
44971,408922,train2017,"(0, 0, 0.1671875, 0.1671875)",0.0,44971,False,True,True,14985,14992,15092,14985,14992,15092,14985,14992,15092,14985,14992,15092,14985,14992,15092,14985,14992,15092,14985,14992,15092,14985,14992,15092,4,motorcycle,vehicle
44980,408965,train2017,"(0, 0, 0.125, 0.125)",0.0,44980,False,True,True,36,190,16280,36,190,16280,36,190,16280,36,190,16280,36,190,16280,36,190,16280,36,190,16280,36,190,16280,5,airplane,vehicle
45129,147331,train2017,"(0, 0.3328125, 0, 0)",0.0,45129,False,True,True,16545,16663,16929,16545,16663,16929,16545,16663,16929,16545,16663,16929,16545,16663,16929,16545,16663,16929,16545,16663,16929,16545,16663,16929,1,person,person
45213,147694,train2017,"(0, 0, 0.165625, 0.165625)",0.0,45213,False,True,True,3668,19420,19567,3668,19420,19567,3668,19420,19567,3668,19420,19567,3668,19420,19567,3668,19420,19567,3668,19420,19567,3668,19420,19567,1,person,person
45356,148263,train2017,"(0.0734375, 0.0734375, 0, 0)",0.0,45356,False,True,True,20071,20215,20290,20071,20215,20290,20071,20215,20290,20071,20215,20290,20071,20215,20290,20071,20215,20290,20071,20215,20290,20071,20215,20290,17,cat,animal
45595,149221,train2017,"(0, 0.25, 0, 0)",0.1,45595,False,True,True,346,600,14842,346,600,14842,346,600,14842,346,600,14842,346,600,14842,346,600,14842,346,600,14842,346,600,14842,1,person,person
45632,411475,train2017,"(0, 0, 0.1671875, 0.1671875)",0.0,45632,False,True,True,5478,10557,10559,5478,10557,10559,5478,10557,10559,5478,10557,10559,5478,10557,10559,5478,10557,10559,5478,10557,10559,5478,10557,10559,23,bear,animal
45746,149791,train2017,"(0.125, 0.125, 0, 0)",0.0,45746,False,True,True,23284,23541,23598,23284,23541,23598,23284,23541,23598,23284,23541,23598,23284,23541,23598,23284,23541,23598,23284,23541,23598,23284,23541,23598,47,cup,kitchen
45750,149810,train2017,"(0, 0, 0.16484375, 0.16484375)",0.0,45750,False,True,True,12416,17283,17522,12416,17283,17522,12416,17283,17522,12416,17283,17522,12416,17283,17522,12416,17283,17522,12416,17283,17522,12416,17283,17522,1,person,person
45837,153394,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,45837,False,True,True,7426,12769,26981,7426,12769,26981,7426,12769,26981,7426,12769,26981,7426,12769,26981,7426,12769,26981,7426,12769,26981,7426,12769,26981,1,person,person
45843,150196,train2017,"(0, 0, 0.125, 0.125)",0.1111111111111111,45843,False,True,True,7099,9456,11711,7099,9456,11711,7099,9456,11711,7099,9456,11711,7099,9456,11711,7099,9456,11711,7099,9456,11711,7099,9456,11711,3,car,vehicle
45945,150559,train2017,"(0, 0, 0.0, 0.0)",0.0,45945,False,True,True,10404,16986,19743,10404,16986,19743,10404,16986,19743,10404,16986,19743,10404,16986,19743,10404,16986,19743,10404,16986,19743,10404,16986,19743,1,person,person
45981,412855,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,45981,False,True,True,3756,19804,21560,3756,19804,21560,3756,19804,21560,3756,19804,21560,3756,19804,21560,3756,19804,21560,3756,19804,21560,3756,19804,21560,10,traffic light,outdoor
45982,412857,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,45982,False,True,True,7718,28359,28871,7718,28359,28871,7718,28359,28871,7718,28359,28871,7718,28359,28871,7718,28359,28871,7718,28359,28871,7718,28359,28871,25,giraffe,animal
45999,369367,train2017,"(0, 0, 0.125, 0.125)",0.0,45999,False,True,True,898,23849,23971,898,23849,23971,898,23849,23971,898,23849,23971,898,23849,23971,898,23849,23971,898,23849,23971,898,23849,23971,20,sheep,animal
46002,412922,train2017,"(0, 0, 0.125, 0.125)",0.0714285714285714,46002,False,True,True,1,12803,25837,1,12803,25837,1,12803,25837,1,12803,25837,1,12803,25837,1,12803,25837,1,12803,25837,1,12803,25837,21,cow,animal
46036,150931,train2017,"(0, 0, 0.165625, 0.165625)",0.0,46036,False,True,True,17507,22090,25187,17507,22090,25187,17507,22090,25187,17507,22090,25187,17507,22090,25187,17507,22090,25187,17507,22090,25187,17507,22090,25187,1,person,person
46101,151163,train2017,"(0, 0, 0.16796875, 0.16796875)",0.0,46101,False,True,True,25046,25484,25719,25046,25484,25719,25046,25484,25719,25046,25484,25719,25046,25484,25719,25046,25484,25719,25046,25484,25719,25046,25484,25719,1,person,person
46136,151307,train2017,"(0.1671875, 0.1671875, 0, 0)",0.0,46136,False,True,True,16669,23407,29936,16669,23407,29936,16669,23407,29936,16669,23407,29936,16669,23407,29936,16669,23407,29936,16669,23407,29936,16669,23407,29936,85,clock,indoor
46150,462134,train2017,"(0, 0.3265625, 0, 0)",0.0714285714285714,46150,False,True,True,3822,3935,4045,3822,3935,4045,3822,3935,4045,3822,3935,4045,3822,3935,4045,3822,3935,4045,3822,3935,4045,3822,3935,4045,1,person,person
46160,151414,train2017,"(0, 0, 0.125, 0.125)",0.0,46160,False,True,True,2946,3134,22765,2946,3134,22765,2946,3134,22765,2946,3134,22765,2946,3134,22765,2946,3134,22765,2946,3134,22765,2946,3134,22765,17,cat,animal
46274,68996,train2017,"(0, 0, 0.125, 0.125)",0.0,46274,False,True,True,19345,19440,22819,19345,19440,22819,19345,19440,22819,19345,19440,22819,19345,19440,22819,19345,19440,22819,19345,19440,22819,19345,19440,22819,25,giraffe,animal
46321,414176,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,46321,False,True,True,11682,21164,23015,11682,21164,23015,11682,21164,23015,11682,21164,23015,11682,21164,23015,11682,21164,23015,11682,21164,23015,11682,21164,23015,16,bird,animal
46372,152273,train2017,"(0, 0, 0.125, 0.125)",0.0,46372,False,True,True,15378,16678,17243,15378,16678,17243,15378,16678,17243,15378,16678,17243,15378,16678,17243,15378,16678,17243,15378,16678,17243,15378,16678,17243,47,cup,kitchen
46380,152328,train2017,"(0, 0, 0.125, 0.125)",0.0,46380,False,True,True,6105,6114,20015,6105,6114,20015,6105,6114,20015,6105,6114,20015,6105,6114,20015,6105,6114,20015,6105,6114,20015,6105,6114,20015,1,person,person
46460,549729,train2017,"(0, 0, 0.125, 0.125)",0.1111111111111111,46460,False,True,True,7175,7557,7633,7175,7557,7633,7175,7557,7633,7175,7557,7633,7175,7557,7633,7175,7557,7633,7175,7557,7633,7175,7557,7633,62,chair,furniture
46462,506039,train2017,"(0, 0, 0.125, 0.125)",0.0,46462,False,True,True,13507,13702,13907,13507,13702,13907,13507,13702,13907,13507,13702,13907,13507,13702,13907,13507,13702,13907,13507,13702,13907,13507,13702,13907,1,person,person
46480,414853,train2017,"(0, 0, 0.16796875, 0.16796875)",0.0,46480,False,True,True,29410,29461,29470,29410,29461,29470,29410,29461,29470,29410,29461,29470,29410,29461,29470,29410,29461,29470,29410,29461,29470,29410,29461,29470,19,horse,animal
46523,415026,train2017,"(0, 0, 0.1421875, 0.1421875)",0.0,46523,False,True,True,13450,13978,25732,13450,13978,25732,13450,13978,25732,13450,13978,25732,13450,13978,25732,13450,13978,25732,13450,13978,25732,13450,13978,25732,18,dog,animal
46642,162230,train2017,"(0, 0, 0.15390625, 0.15390625)",0.0,46642,False,True,True,7536,18523,27293,7536,18523,27293,7536,18523,27293,7536,18523,27293,7536,18523,27293,7536,18523,27293,7536,18523,27293,7536,18523,27293,61,cake,food
46661,415608,train2017,"(0.1671875, 0.1671875, 0, 0)",0.0,46661,False,True,True,20539,20688,20736,20539,20688,20736,20539,20688,20736,20539,20688,20736,20539,20688,20736,20539,20688,20736,20539,20688,20736,20539,20688,20736,9,boat,vehicle
46806,154011,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,46806,False,True,True,1521,18064,21849,1521,18064,21849,1521,18064,21849,1521,18064,21849,1521,18064,21849,1521,18064,21849,1521,18064,21849,1521,18064,21849,23,bear,animal
46835,416279,train2017,"(0, 0, 0.16796875, 0.16796875)",0.0,46835,False,True,True,15726,22392,22768,15726,22392,22768,15726,22392,22768,15726,22392,22768,15726,22392,22768,15726,22392,22768,15726,22392,22768,15726,22392,22768,8,truck,vehicle
46861,154207,train2017,"(0.1671875, 0.1671875, 0, 0)",0.0,46861,False,True,True,2875,4910,24249,2875,4910,24249,2875,4910,24249,2875,4910,24249,2875,4910,24249,2875,4910,24249,2875,4910,24249,2875,4910,24249,65,bed,furniture
47033,416972,train2017,"(0, 0, 0.125, 0.125)",0.0,47033,False,True,True,17307,17762,24308,17307,17762,24308,17307,17762,24308,17307,17762,24308,17307,17762,24308,17307,17762,24308,17307,17762,24308,17307,17762,24308,85,clock,indoor
47070,417141,train2017,"(0, 0, 0.125, 0.125)",0.0,47070,False,True,True,1988,2097,21906,1988,2097,21906,1988,2097,21906,1988,2097,21906,1988,2097,21906,1988,2097,21906,1988,2097,21906,1988,2097,21906,51,bowl,kitchen
47099,417264,train2017,"(0, 0, 0.125, 0.125)",0.0,47099,False,True,True,1549,22098,23684,1549,22098,23684,1549,22098,23684,1549,22098,23684,1549,22098,23684,1549,22098,23684,1549,22098,23684,1549,22098,23684,1,person,person
47200,417700,train2017,"(0, 0, 0.12109375, 0.12109375)",0.0,47200,False,True,True,27002,28474,28476,27002,28474,28476,27002,28474,28476,27002,28474,28476,27002,28474,28476,27002,28474,28476,27002,28474,28476,27002,28474,28476,1,person,person
47290,418115,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0476190476190476,47290,False,True,True,3656,4628,17098,3656,4628,17098,3656,4628,17098,3656,4628,17098,3656,4628,17098,3656,4628,17098,3656,4628,17098,3656,4628,17098,46,wine glass,kitchen
47293,419212,train2017,"(0, 0, 0.10859375, 0.10859375)",0.0,47293,False,True,True,8370,19027,19348,8370,19027,19348,8370,19027,19348,8370,19027,19348,8370,19027,19348,8370,19027,19348,8370,19027,19348,8370,19027,19348,1,person,person
47321,156084,train2017,"(0, 0, 0.03125, 0.03125)",0.0,47321,False,True,True,3629,4030,27559,3629,4030,27559,3629,4030,27559,3629,4030,27559,3629,4030,27559,3629,4030,27559,3629,4030,27559,3629,4030,27559,1,person,person
47408,113449,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0833333333333333,47408,False,True,True,2956,3312,3362,2956,3312,3362,2956,3312,3362,2956,3312,3362,2956,3312,3362,2956,3312,3362,2956,3312,3362,2956,3312,3362,1,person,person
47598,157119,train2017,"(0, 0, 0.165625, 0.165625)",0.0,47598,False,True,True,12606,23432,26404,12606,23432,26404,12606,23432,26404,12606,23432,26404,12606,23432,26404,12606,23432,26404,12606,23432,26404,12606,23432,26404,18,dog,animal
47600,157125,train2017,"(0, 0, 0.125, 0.125)",0.0,47600,False,True,True,7902,9130,28273,7902,9130,28273,7902,9130,28273,7902,9130,28273,7902,9130,28273,7902,9130,28273,7902,9130,28273,7902,9130,28273,1,person,person
47614,157181,train2017,"(0, 0, 0.1671875, 0.1671875)",0.0,47614,False,True,True,9821,28137,28310,9821,28137,28310,9821,28137,28310,9821,28137,28310,9821,28137,28310,9821,28137,28310,9821,28137,28310,9821,28137,28310,15,bench,outdoor
47656,157342,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,47656,False,True,True,25128,26842,26948,25128,26842,26948,25128,26842,26948,25128,26842,26948,25128,26842,26948,25128,26842,26948,25128,26842,26948,25128,26842,26948,51,bowl,kitchen
47687,419586,train2017,"(0, 0, 0.165625, 0.165625)",0.0454545454545454,47687,False,True,True,3041,11756,19387,3041,11756,19387,3041,11756,19387,3041,11756,19387,3041,11756,19387,3041,11756,19387,3041,11756,19387,3041,11756,19387,1,person,person
48157,563961,train2017,"(0.125, 0.125, 0, 0)",0.0,48157,False,True,True,6035,6382,13032,6035,6382,13032,6035,6382,13032,6035,6382,13032,6035,6382,13032,6035,6382,13032,6035,6382,13032,6035,6382,13032,64,potted plant,furniture
48260,159680,train2017,"(0, 0, 0.125, 0.125)",0.0,48260,False,True,True,4472,8322,10844,4472,8322,10844,4472,8322,10844,4472,8322,10844,4472,8322,10844,4472,8322,10844,4472,8322,10844,4472,8322,10844,85,clock,indoor
48374,422268,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,48374,False,True,True,12411,12509,16923,12411,12509,16923,12411,12509,16923,12411,12509,16923,12411,12509,16923,12411,12509,16923,12411,12509,16923,12411,12509,16923,85,clock,indoor
48379,160142,train2017,"(0, 0, 0.125, 0.125)",0.0,48379,False,True,True,22271,22423,22590,22271,22423,22590,22271,22423,22590,22271,22423,22590,22271,22423,22590,22271,22423,22590,22271,22423,22590,22271,22423,22590,47,cup,kitchen
48393,160181,train2017,"(0, 0, 0.1265625, 0.1265625)",0.0454545454545454,48393,False,True,True,3051,19278,29652,3051,19278,29652,3051,19278,29652,3051,19278,29652,3051,19278,29652,3051,19278,29652,3051,19278,29652,3051,19278,29652,1,person,person
48422,463620,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,48422,False,True,True,1373,1402,10137,1373,1402,10137,1373,1402,10137,1373,1402,10137,1373,1402,10137,1373,1402,10137,1373,1402,10137,1373,1402,10137,7,train,vehicle
48508,551063,train2017,"(0, 0, 0.14609375, 0.14609375)",0.0,48508,False,True,True,11122,11135,11393,11122,11135,11393,11122,11135,11393,11122,11135,11393,11122,11135,11393,11122,11135,11393,11122,11135,11393,11122,11135,11393,24,zebra,animal
48530,160735,train2017,"(0, 0, 0.1609375, 0.1609375)",0.0,48530,False,True,True,13770,19313,22452,13770,19313,22452,13770,19313,22452,13770,19313,22452,13770,19313,22452,13770,19313,22452,13770,19313,22452,13770,19313,22452,1,person,person
48617,161062,train2017,"(0, 0, 0.15, 0.15)",0.0,48617,False,True,True,29,8174,28951,29,8174,28951,29,8174,28951,29,8174,28951,29,8174,28951,29,8174,28951,29,8174,28951,29,8174,28951,5,airplane,vehicle
48618,423209,train2017,"(0, 0, 0.16796875, 0.16796875)",0.0,48618,False,True,True,17057,24196,24200,17057,24196,24200,17057,24196,24200,17057,24196,24200,17057,24196,24200,17057,24196,24200,17057,24196,24200,17057,24196,24200,3,car,vehicle
48622,423222,train2017,"(0.16640625, 0.16640625, 0, 0)",0.0666666666666666,48622,False,True,True,10323,10416,27656,10323,10416,27656,10323,10416,27656,10323,10416,27656,10323,10416,27656,10323,10416,27656,10323,10416,27656,10323,10416,27656,46,wine glass,kitchen
48679,161328,train2017,"(0, 0.3328125, 0, 0)",0.0,48679,False,True,True,8644,11492,15245,8644,11492,15245,8644,11492,15245,8644,11492,15245,8644,11492,15245,8644,11492,15245,8644,11492,15245,8644,11492,15245,1,person,person
48681,423488,train2017,"(0, 0, 0.125, 0.125)",0.0,48681,False,True,True,748,20099,20299,748,20099,20299,748,20099,20299,748,20099,20299,748,20099,20299,748,20099,20299,748,20099,20299,748,20099,20299,44,bottle,kitchen
48802,161836,train2017,"(0, 0, 0.1671875, 0.1671875)",0.0,48802,False,True,True,20315,20556,21136,20315,20556,21136,20315,20556,21136,20315,20556,21136,20315,20556,21136,20315,20556,21136,20315,20556,21136,20315,20556,21136,4,motorcycle,vehicle
48832,424110,train2017,"(0, 0, 0.125, 0.125)",0.0,48832,False,True,True,2653,29128,29513,2653,29128,29513,2653,29128,29513,2653,29128,29513,2653,29128,29513,2653,29128,29513,2653,29128,29513,2653,29128,29513,1,person,person
48839,424138,train2017,"(0, 0, 0.125, 0.125)",0.0,48839,False,True,True,7336,9929,28997,7336,9929,28997,7336,9929,28997,7336,9929,28997,7336,9929,28997,7336,9929,28997,7336,9929,28997,7336,9929,28997,18,dog,animal
49076,425135,train2017,"(0.16796875, 0.16796875, 0, 0)",0.0,49076,False,True,True,1937,18361,26334,1937,18361,26334,1937,18361,26334,1937,18361,26334,1937,18361,26334,1937,18361,26334,1937,18361,26334,1937,18361,26334,81,sink,appliance
49152,163250,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,49152,False,True,True,26601,26964,27014,26601,26964,27014,26601,26964,27014,26601,26964,27014,26601,26964,27014,26601,26964,27014,26601,26964,27014,26601,26964,27014,16,bird,animal
49156,163263,train2017,"(0, 0.246875, 0, 0)",0.0,49156,False,True,True,8262,27296,28762,8262,27296,28762,8262,27296,28762,8262,27296,28762,8262,27296,28762,8262,27296,28762,8262,27296,28762,8262,27296,28762,1,person,person
49234,425712,train2017,"(0, 0, 0.125, 0.125)",0.0,49234,False,True,True,5546,26732,26850,5546,26732,26850,5546,26732,26850,5546,26732,26850,5546,26732,26850,5546,26732,26850,5546,26732,26850,5546,26732,26850,73,laptop,electronic
49466,164502,train2017,"(0.1578125, 0.1578125, 0, 0)",0.0,49466,False,True,True,9735,10093,19894,9735,10093,19894,9735,10093,19894,9735,10093,19894,9735,10093,19894,9735,10093,19894,9735,10093,19894,9735,10093,19894,24,zebra,animal
49480,164564,train2017,"(0, 0, 0.0, 0.3328125)",0.0,49480,False,True,True,12433,20103,20110,12433,20103,20110,12433,20103,20110,12433,20103,20110,12433,20103,20110,12433,20103,20110,12433,20103,20110,12433,20103,20110,1,person,person
49622,485595,train2017,"(0, 0, 0.125, 0.125)",0.0,49622,False,True,True,19175,25362,25509,19175,25362,25509,19175,25362,25509,19175,25362,25509,19175,25362,25509,19175,25362,25509,19175,25362,25509,19175,25362,25509,1,person,person
49731,427729,train2017,"(0, 0, 0.125, 0.125)",0.0,49731,False,True,True,11163,11302,11373,11163,11302,11373,11163,11302,11373,11163,11302,11373,11163,11302,11373,11163,11302,11373,11163,11302,11373,11163,11302,11373,21,cow,animal
49923,14269,train2017,"(0, 0, 0.125, 0.125)",0.0,49923,False,True,True,29104,29120,29397,29104,29120,29397,29104,29120,29397,29104,29120,29397,29104,29120,29397,29104,29120,29397,29104,29120,29397,29104,29120,29397,1,person,person
49944,428605,train2017,"(0, 0.33125, 0, 0)",0.0,49944,False,True,True,6170,6214,6421,6170,6214,6421,6170,6214,6421,6170,6214,6421,6170,6214,6421,6170,6214,6421,6170,6214,6421,6170,6214,6421,1,person,person
49955,166489,train2017,"(0, 0, 0.3328125, 0.0)",0.0,49955,False,True,True,9443,9736,9769,9443,9736,9769,9443,9736,9769,9443,9736,9769,9443,9736,9769,9443,9736,9769,9443,9736,9769,9443,9736,9769,1,person,person
49957,166504,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,49957,False,True,True,7447,22035,28953,7447,22035,28953,7447,22035,28953,7447,22035,28953,7447,22035,28953,7447,22035,28953,7447,22035,28953,7447,22035,28953,1,person,person
49969,428691,train2017,"(0, 0, 0.1671875, 0.1671875)",0.0,49969,False,True,True,9199,9265,26014,9199,9265,26014,9199,9265,26014,9199,9265,26014,9199,9265,26014,9199,9265,26014,9199,9265,26014,9199,9265,26014,1,person,person
49979,428726,train2017,"(0, 0.334375, 0, 0)",0.0,49979,False,True,True,3058,8465,20343,3058,8465,20343,3058,8465,20343,3058,8465,20343,3058,8465,20343,3058,8465,20343,3058,8465,20343,3058,8465,20343,1,person,person
50026,166764,train2017,"(0, 0, 0.1671875, 0.1671875)",0.0909090909090909,50026,False,True,True,3701,27434,27669,3701,27434,27669,3701,27434,27669,3701,27434,27669,3701,27434,27669,3701,27434,27669,3701,27434,27669,3701,27434,27669,1,person,person
50114,508456,train2017,"(0, 0, 0.125, 0.125)",0.0,50114,False,True,True,4215,4424,12942,4215,4424,12942,4215,4424,12942,4215,4424,12942,4215,4424,12942,4215,4424,12942,4215,4424,12942,4215,4424,12942,24,zebra,animal
50170,43829,train2017,"(0, 0, 0.1671875, 0.1671875)",0.0,50170,False,True,True,9952,14572,22205,9952,14572,22205,9952,14572,22205,9952,14572,22205,9952,14572,22205,9952,14572,22205,9952,14572,22205,9952,14572,22205,1,person,person
50500,168690,train2017,"(0, 0, 0.125, 0.125)",0.125,50500,False,True,True,19404,29421,29447,19404,29421,29447,19404,29421,29447,19404,29421,29447,19404,29421,29447,19404,29421,29447,19404,29421,29447,19404,29421,29447,62,chair,furniture
50653,169262,train2017,"(0.1109375, 0.1109375, 0, 0)",0.0,50653,False,True,True,5267,17649,20041,5267,17649,20041,5267,17649,20041,5267,17649,20041,5267,17649,20041,5267,17649,20041,5267,17649,20041,5267,17649,20041,62,chair,furniture
50734,431764,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,50734,False,True,True,3802,3891,9621,3802,3891,9621,3802,3891,9621,3802,3891,9621,3802,3891,9621,3802,3891,9621,3802,3891,9621,3802,3891,9621,1,person,person
50755,431825,train2017,"(0, 0, 0.125, 0.125)",0.0,50755,False,True,True,7788,8029,20004,7788,8029,20004,7788,8029,20004,7788,8029,20004,7788,8029,20004,7788,8029,20004,7788,8029,20004,7788,8029,20004,25,giraffe,animal
50811,284987,train2017,"(0, 0, 0.1671875, 0.1671875)",0.0,50811,False,True,True,1865,6112,7014,1865,6112,7014,1865,6112,7014,1865,6112,7014,1865,6112,7014,1865,6112,7014,1865,6112,7014,1865,6112,7014,19,horse,animal
